provider_id,hospital_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_meaningful_use_of_ehrs,hospital_overall_rating,hospital_overall_rating_footnote,mortality_national_comparison,mortality_national_comparison_footnote,safety_of_care_national_comparison,safety_of_care_national_comparison_footnote,readmission_national_comparison,readmission_national_comparison_footnote,patient_experience_national_comparison,patient_experience_national_comparison_footnote,effectiveness_of_care_national_comparison,effectiveness_of_care_national_comparison_footnote,timeliness_of_care_national_comparison,timeliness_of_care_national_comparison_footnote,efficient_use_of_medical_imaging_national_comparison,efficient_use_of_medical_imaging_national_comparison_footnote,location
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,NIAGARA FALLS,NY,14302,NIAGARA,(716) 278-4000,Acute Care Hospitals,Voluntary non-profit - Other,True,True,2,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,POINT (-79.050429 43.093433)
330307,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,TOMPKINS,(607) 274-4401,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,0.0,Below the national average,0.0,Below the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Above the national average,0.0,POINT (-76.538808 42.467096)
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626,MONROE,(585) 723-7000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,0.0,Same as the national average,0.0,Above the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-77.701464 43.191544)
330385,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,NY,10467,BRONX,(212) 519-5000,Acute Care Hospitals,Government - Local,True,True,2,0.0,Not Available,16.0,Same as the national average,0.0,Not Available,5.0,Below the national average,0.0,Below the national average,0.0,Below the national average,0.0,Not Available,5.0,0
330184,MONTEFIORE NEW ROCHELLE HOSPITAL,16 GUION PLACE,NEW ROCHELLE,NY,10802,WESTCHESTER,(914) 632-5000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Not Available,5.0,POINT (-73.786997 40.912968)
330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,0.0,Same as the national average,0.0,Below the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-78.849916 42.92917)
330033,CHENANGO MEMORIAL HOSPITAL,179 NORTH BROAD STREET,NORWICH,NY,13815,CHENANGO,(607) 337-4111,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,POINT (-75.524724 42.542038)
330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,ALBANY,(518) 525-1550,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,0.0,Above the national average,0.0,Below the national average,0.0,Above the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-73.802382 42.660176)
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,111  CLARA BARTON STREET,DANSVILLE,NY,14437,LIVINGSTON,(585) 335-6001,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,0.0,Same as the national average,0.0,Below the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,POINT (-77.700356 42.55213)
330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,CATTARAUGUS,(716) 373-2600,Acute Care Hospitals,Proprietary,True,True,2,0.0,Below the national average,0.0,Above the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,POINT (-78.426977 42.089448)
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 473-1320,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,0.0,Above the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Above the national average,0.0,POINT (-73.052951 40.938249)
330004,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,396 BROADWAY,KINGSTON,NY,12401,ULSTER,(914) 331-3131,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-73.995402 41.92635)
330386,GARNET HEALTH  MEDICAL CENTER CATSKILLS,68 HARRIS BUSHVILLE ROAD,HARRIS,NY,12742,SULLIVAN,(845) 794-3300,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,0.0,Same as the national average,0.0,Below the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-74.736752 41.70642)
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVENUE,NEWARK,NY,14513,WAYNE,(315) 332-2022,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,0.0,Same as the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Not Available,5.0,POINT (-77.100736 43.059959000000006)
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,(516) 579-6000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,0.0,Same as the national average,0.0,Below the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-73.478755 40.725795)
330169,MOUNT SINAI BETH ISRAEL,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NEW YORK,(212) 420-2000,Acute Care Hospitals,Voluntary non-profit - Private,True,False,2,0.0,Above the national average,0.0,Below the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-73.9816 40.732665)
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,ONONDAGA,(315) 473-4240,Acute Care Hospitals,Government - State,True,True,2,0.0,Same as the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Below the national average,0.0,POINT (-76.139323 43.042677)
330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,MONROE,(585) 275-2121,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Below the national average,0.0,POINT (-77.623692 43.124394)
330003,ALBANY MEMORIAL HOSPITAL,600 NORTHERN BOULEVARD,ALBANY,NY,12204,ALBANY,(518) 471-3490,Acute Care Hospitals,Voluntary non-profit - Private,True,False,2,0.0,Same as the national average,0.0,Not Available,5.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-73.748861 42.674685)
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,(914) 664-8000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,0.0,Same as the national average,0.0,Not Available,5.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Not Available,5.0,POINT (-73.840011 40.912754)
330111,BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,ERIE,(716) 592-2871,Acute Care Hospitals,Voluntary non-profit - Church,True,True,2,0.0,Same as the national average,0.0,Not Available,5.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Above the national average,0.0,Same as the national average,0.0,POINT (-78.659235 42.508484)
330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,NY,13440,ONEIDA,(315) 338-7000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,0.0,Same as the national average,0.0,Not Available,5.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,POINT (-75.444248 43.228954)
330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,WESTCHESTER,(914) 734-3611,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Above the national average,0.0,Below the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-73.893601 41.291457)
330175,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,134 HOMER AVENUE,CORTLAND,NY,13045,CORTLAND,(607) 756-3501,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Above the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,POINT (-76.186117 42.608997)
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Below the national average,0.0,Above the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Above the national average,0.0,POINT (-73.478063 40.774456)
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Above the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-73.703029 40.779269)
330073,UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,BATAVIA,NY,14020,GENESEE,(585) 343-6030,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Above the national average,0.0,Above the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Not Available,5.0,POINT (-78.177592 43.003997)
330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NEW YORK,(212) 439-2345,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Above the national average,0.0,Below the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,POINT (-73.960611 40.773964)
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,(631) 968-3000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Above the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Above the national average,0.0,POINT (-73.240889 40.724858)
330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215,ERIE,(716) 898-3936,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Above the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-78.829151 42.927236)
330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,WESTCHESTER,(914) 681-0600,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Below the national average,0.0,Below the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,0
330079,ADIRONDACK MEDICAL CENTER,"2233 STATE ROUTE 86, PO BOX 471",SARANAC LAKE,NY,12983,FRANKLIN,(518) 891-4141,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,0.0,Same as the national average,0.0,Above the national average,0.0,Below the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,POINT (-74.144597 44.344548)
330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,ONONDAGA,(315) 448-5111,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Above the national average,0.0,POINT (-76.149176 43.055589)
330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,KINGS,(718) 692-5302,Acute Care Hospitals,Voluntary non-profit - Private,True,False,3,0.0,Above the national average,0.0,Above the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-73.948321 40.613783)
330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10065,NEW YORK,(212) 746-5454,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Above the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Below the national average,0.0,POINT (-73.954335 40.76415)
330011,LOURDES HOSPITAL,169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Above the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,POINT (-75.935558 42.09264)
330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NIAGARA,(716) 297-4800,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,0.0,Same as the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-79.030462 43.154652)
330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,NY,14620,MONROE,(585) 341-6736,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Above the national average,0.0,Below the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-77.607556 43.135955)
330115,ONEIDA HEALTHCARE CENTER,321 GENESEE STREET,ONEIDA,NY,13421,MADISON,(315) 363-6000,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,POINT (-75.654264 43.078755)
330277,CORNING HOSPITAL,1 GUTHRIE DRIVE,CORNING,NY,14830,STEUBEN,(607) 937-7200,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,POINT (-76.969841 42.136107)
330236,NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,KINGS,(718) 780-3000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Above the national average,0.0,Below the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-73.979141 40.668263)
330205,ST ANTHONY COMMUNITY HOSPITAL,15 MAPLE AVENUE -19,WARWICK,NY,10990,ORANGE,(845) 986-2276,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,0.0,Same as the national average,0.0,Below the national average,0.0,Below the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Above the national average,0.0,Same as the national average,0.0,POINT (-74.356945 41.26109400000001)
330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,ORANGE,(845) 561-4400,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,0.0,Same as the national average,0.0,Below the national average,0.0,Above the national average,0.0,Below the national average,0.0,Above the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-74.015176 41.503744)
330047,ST MARY'S HEALTHCARE,427 GUY PARK AVENUE,AMSTERDAM,NY,12010,MONTGOMERY,(518) 841-7101,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Below the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Not Available,5.0,POINT (-74.216041 42.953648)
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Above the national average,0.0,Above the national average,0.0,Below the national average,0.0,Below the national average,0.0,Below the national average,0.0,Below the national average,0.0,Above the national average,0.0,0
330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13126,OSWEGO,(315) 349-5511,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-76.516001 43.454141)
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-73.05983200000001 40.947392)
330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,(914) 964-4444,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Above the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-73.885107 40.96784)
330276,NATHAN LITTAUER HOSPITAL,99 EAST STATE STREET,GLOVERSVILLE,NY,12078,FULTON,(518) 725-8621,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Not Available,5.0,POINT (-74.330817 43.068029)
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Above the national average,0.0,Above the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Not Available,5.0,POINT (-79.333617 42.480106000000006)
330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,SUFFOLK,(631) 548-6000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-72.674317 40.933577)
330223,MASSENA HOSPITAL INC,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,Acute Care Hospitals,Government - Local,True,True,3,0.0,Same as the national average,0.0,Above the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,POINT (-74.907828 44.936344)
330074,F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,NY,14424,ONTARIO,(585) 396-6000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Above the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-77.288198 42.875591)
330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,14217,ERIE,(716) 447-6100,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Not Available,5.0,POINT (-78.878678 42.9779)
330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601,JEFFERSON,(315) 785-4121,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Above the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Below the national average,0.0,POINT (-75.912761 43.96489)
331317,LEWIS COUNTY GENERAL HOSPITAL,7785 NORTH STATE STREET,LOWVILLE,NY,13367,LEWIS,(315) 376-5200,Critical Access Hospitals,Voluntary non-profit - Other,True,True,3,0.0,Same as the national average,0.0,Not Available,5.0,Above the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,POINT (-75.498152 43.79583)
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-2233,Acute Care Hospitals,Government - Local,True,False,3,0.0,Same as the national average,0.0,Not Available,5.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,POINT (-78.132533 42.753447)
330088,STONY BROOK EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,GREENPORT,NY,11944,SUFFOLK,(631) 477-1000,Acute Care Hospitals,Voluntary non-profit - Private,True,False,3,0.0,Same as the national average,0.0,Not Available,5.0,Same as the national average,0.0,Not Available,16.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,POINT (-72.361459 41.110951)
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,CLIFTON SPRINGS,NY,14432,ONTARIO,(315) 462-9561,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Not Available,5.0,Above the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Not Available,5.0,POINT (-77.139252 42.960473)
331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,Critical Access Hospitals,Voluntary non-profit - Private,True,False,3,0.0,Same as the national average,0.0,Not Available,16.0,Same as the national average,0.0,Not Available,16.0,Not Available,5.0,Same as the national average,0.0,Not Available,5.0,POINT (-75.128087 42.165522)
331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,0.0,Same as the national average,0.0,Not Available,16.0,Below the national average,0.0,Not Available,16.0,Same as the national average,0.0,Above the national average,0.0,Not Available,5.0,POINT (-74.380624 41.732351)
