provider_id,hospital_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_meaningful_use_of_ehrs,hospital_overall_rating,hospital_overall_rating_footnote,mortality_national_comparison,mortality_national_comparison_footnote,safety_of_care_national_comparison,safety_of_care_national_comparison_footnote,readmission_national_comparison,readmission_national_comparison_footnote,patient_experience_national_comparison,patient_experience_national_comparison_footnote,effectiveness_of_care_national_comparison,effectiveness_of_care_national_comparison_footnote,timeliness_of_care_national_comparison,timeliness_of_care_national_comparison_footnote,efficient_use_of_medical_imaging_national_comparison,efficient_use_of_medical_imaging_national_comparison_footnote,location
331314,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,418 NORTH MAIN STREET,PENN YAN,NY,14527,YATES,(315) 787-4175,Critical Access Hospitals,Voluntary non-profit - Other,True,True,3,0.0,Same as the national average,0.0,Not Available,16.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Above the national average,0.0,Not Available,5.0,POINT (-77.059591 42.670468)
331319,MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,MEDINA,NY,14103,ORLEANS,(585) 798-8111,Critical Access Hospitals,Voluntary non-profit - Private,True,False,3,0.0,Same as the national average,0.0,Not Available,16.0,Same as the national average,0.0,Not Available,16.0,Not Available,5.0,Below the national average,0.0,Not Available,5.0,POINT (-78.397073 43.223707)
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,(631) 351-2000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,0.0,Above the national average,0.0,Above the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Above the national average,0.0,POINT (-73.417488 40.879201)
330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,ST. LAWRENCE,(315) 265-3300,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,0.0,Above the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,POINT (-74.981451 44.676085)
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,(518) 587-3222,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,0.0,Same as the national average,0.0,Above the national average,0.0,Above the national average,0.0,Above the national average,0.0,Above the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-73.796223 43.084794)
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,(631) 444-4000,Acute Care Hospitals,Government - State,True,True,4,0.0,Above the national average,0.0,Above the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,0
330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,12771,ORANGE,(845) 856-5351,Acute Care Hospitals,Voluntary non-profit - Church,True,True,4,0.0,Same as the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Above the national average,0.0,Same as the national average,0.0,POINT (-74.682593 41.367766)
330126,GARNET HEALTH MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,ORANGE,(845) 343-2424,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,0.0,Above the national average,0.0,Above the national average,0.0,Above the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Above the national average,0.0,POINT (-74.369415 41.439962)
330046,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,(212) 523-4000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,0.0,Above the national average,0.0,Above the national average,0.0,Below the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-73.987846 40.770129)
330261,PHELPS MEMORIAL HOSPITAL CENTER,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,Acute Care Hospitals,Voluntary non-profit - Other,True,True,4,0.0,Same as the national average,0.0,Above the national average,0.0,Above the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-73.85963900000002 41.107555)
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,CLINTON,(518) 562-7767,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-73.466647 44.700122)
330211,CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,OGDENSBURG,NY,13669,ST. LAWRENCE,(315) 393-3600,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,0.0,Same as the national average,0.0,Above the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,POINT (-75.499934 44.692091)
330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,PUTNAM,(914) 279-5711,Acute Care Hospitals,Voluntary non-profit - Private,True,False,4,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Above the national average,0.0,Same as the national average,0.0,POINT (-73.664475 41.384844)
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,0.0,Same as the national average,0.0,Above the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,0
330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,(212) 241-7981,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,0.0,Above the national average,0.0,Above the national average,0.0,Above the national average,0.0,Below the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,0
330049,NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,RHINEBECK,NY,12572,DUTCHESS,(845) 871-3391,Acute Care Hospitals,Voluntary non-profit - Private,True,False,4,0.0,Same as the national average,0.0,Above the national average,0.0,Below the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Above the national average,0.0,Same as the national average,0.0,0
330151,ST JAMES MERCY HOSPITAL,411 CANISTEO STREET,HORNELL,NY,14843,STEUBEN,(607) 324-8000,Acute Care Hospitals,Voluntary non-profit - Church,True,False,4,0.0,Same as the national average,0.0,Not Available,5.0,Above the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Same as the national average,0.0,Not Available,5.0,POINT (-77.660142 42.314575)
330144,IRA DAVENPORT MEMORIAL HOSPITAL,7571 STATE ROUTE 54,BATH,NY,14810,STEUBEN,(607) 776-8500,Acute Care Hospitals,Voluntary non-profit - Other,True,False,4,0.0,Not Available,5.0,Not Available,5.0,Same as the national average,0.0,Not Available,16.0,Same as the national average,0.0,Same as the national average,0.0,Not Available,5.0,POINT (-77.278553 42.37297)
331316,"COMMUNITY MEMORIAL HOSPITAL, INC",150 BROAD STREET,HAMILTON,NY,13346,MADISON,(315) 824-1100,Critical Access Hospitals,Voluntary non-profit - Private,True,True,4,0.0,Same as the national average,0.0,Not Available,5.0,Same as the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Above the national average,0.0,Same as the national average,0.0,POINT (-75.541908 42.813906)
331315,GOUVERNEUR HOSPITAL,77 WEST BARNEY STREET,GOUVERNEUR,NY,13642,ST. LAWRENCE,(315) 287-1000,Critical Access Hospitals,Voluntary non-profit - Private,True,True,4,0.0,Same as the national average,0.0,Not Available,16.0,Same as the national average,0.0,Not Available,16.0,Not Available,16.0,Not Available,5.0,Same as the national average,0.0,POINT (-75.474371 44.338275)
330214,NEW YORK UNIVERSITY LANGONE MEDICAL CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,(212) 263-7300,Acute Care Hospitals,Voluntary non-profit - Private,True,True,5,0.0,Above the national average,0.0,Below the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Above the national average,0.0,Below the national average,0.0,Above the national average,0.0,POINT (-73.974661 40.74226)
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,Acute Care Hospitals,Voluntary non-profit - Church,True,True,5,0.0,Above the national average,0.0,Below the national average,0.0,Above the national average,0.0,Above the national average,0.0,Same as the national average,0.0,Below the national average,0.0,Same as the national average,0.0,POINT (-73.672669 40.804505)
330270,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NEW YORK,NY,10021,NEW YORK,(212) 606-1000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,5,0.0,Not Available,5.0,Above the national average,0.0,Not Available,5.0,Above the national average,0.0,Same as the national average,0.0,Not Available,16.0,Not Available,5.0,POINT (-73.953128 40.764866)
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401,ULSTER,(845) 338-2500,Acute Care Hospitals,Voluntary non-profit - Church,True,True,Not Available,16.0,Not Available,16.0,Above the national average,0.0,Not Available,5.0,Same as the national average,0.0,Not Available,5.0,Not Available,16.0,Not Available,16.0,POINT (-73.999335 41.922453)
330100,NY EYE AND EAR INFIRMARY OF MOUNT SINAI,230 SECOND AVE,NEW YORK,NY,10003,NEW YORK,(212) 979-4000,Acute Care Hospitals,Voluntary non-profit - Private,False,False,Not Available,16.0,Not Available,16.0,Not Available,5.0,Not Available,16.0,Not Available,16.0,Not Available,5.0,Not Available,16.0,Not Available,16.0,POINT (-73.984816 40.732559)
330405,HELEN HAYES HOSPITAL,51 NORTH ROUTE 9W,WEST HAVERSTRAW,NY,10993,ROCKLAND,(845) 786-4000,Acute Care Hospitals,Government - Local,False,False,Not Available,16.0,Not Available,16.0,Not Available,5.0,Not Available,16.0,Not Available,16.0,Not Available,16.0,Not Available,16.0,Not Available,16.0,POINT (-73.985768 41.212779)
330403,MONROE COMMUNITY HOSPITAL,435 EAST HENRIETTA ROAD,ROCHESTER,NY,14620,MONROE,(585) 760-6500,Acute Care Hospitals,Voluntary non-profit - Other,False,False,Not Available,16.0,Not Available,16.0,Not Available,5.0,Not Available,16.0,Not Available,16.0,Not Available,16.0,Not Available,16.0,Not Available,16.0,POINT (-77.616078 43.111856)
330166,"WESTFIELD MEMORIAL HOSPITAL, INC",189 EAST MAIN STREET,WESTFIELD,NY,14787,CHAUTAUQUA,(716) 326-4921,Acute Care Hospitals,Voluntary non-profit - Private,True,True,Not Available,16.0,Not Available,16.0,Not Available,5.0,Not Available,16.0,Not Available,16.0,Below the national average,0.0,Same as the national average,0.0,Not Available,5.0,POINT (-79.569397 42.327901)
331311,LITTLE FALLS HOSPITAL,140 BURWELL STREET,LITTLE FALLS,NY,13365,HERKIMER,(315) 823-5261,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,5.0,Not Available,5.0,Not Available,5.0,Not Available,5.0,Not Available,5.0,Not Available,5.0,Not Available,5.0,Not Available,5.0,POINT (-74.847733 43.043946)
330406,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,1270 BELMONT AVENUE,SCHENECTADY,NY,12308,SCHENECTADY,(518) 386-3580,Acute Care Hospitals,Voluntary non-profit - Private,False,True,Not Available,16.0,Not Available,16.0,Not Available,5.0,Not Available,5.0,Not Available,16.0,Not Available,5.0,Not Available,16.0,Not Available,16.0,POINT (-73.91386 42.822229)
331307,CLIFTON FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,ST. LAWRENCE,(315) 848-3351,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,16.0,Not Available,16.0,Not Available,16.0,Not Available,16.0,Not Available,16.0,Not Available,5.0,Not Available,16.0,Not Available,16.0,POINT (-75.055964 44.162953)
331302,ELIZABETHTOWN COMMUNITY HOSPITAL,75 PARK STREET,ELIZABETHTOWN,NY,12932,ESSEX,(518) 873-6377,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,16.0,Same as the national average,0.0,Not Available,16.0,Below the national average,0.0,Not Available,16.0,Not Available,5.0,Not Available,5.0,Not Available,5.0,POINT (-73.596624 44.21543)
331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,Critical Access Hospitals,Voluntary non-profit - Private,False,False,Not Available,16.0,Not Available,16.0,Not Available,16.0,Not Available,16.0,Not Available,16.0,Not Available,16.0,Above the national average,0.0,Not Available,16.0,POINT (-78.288139 42.213341)
331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,(607) 530-7121,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,16.0,Not Available,5.0,Not Available,16.0,Below the national average,0.0,Not Available,16.0,Not Available,5.0,Same as the national average,0.0,Not Available,5.0,POINT (-76.858842 42.351453)
331309,RIVER HOSPITAL CLINICS,4 FULLER STREET,ALEXANDRIA BAY,NY,13607,JEFFERSON,(315) 482-2511,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,16.0,Not Available,5.0,Not Available,16.0,Not Available,5.0,Not Available,16.0,Not Available,5.0,Same as the national average,0.0,Same as the national average,0.0,POINT (-75.920022 44.337217)
331303,GROVER HERMANN DIVISION,8081 ROUTE 97,CALLICOON,NY,12723,SULLIVAN,(845) 887-5530,Critical Access Hospitals,Government - Federal,False,True,Not Available,16.0,Not Available,16.0,Not Available,16.0,Not Available,5.0,Not Available,16.0,Not Available,5.0,Not Available,5.0,Not Available,5.0,0
331320,COBLESKILL REGIONAL HOSPITAL,178 GRANDVIEW DRIVE,COBLESKILL,NY,12043,SCHOHARIE,(518) 254-3456,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,16.0,Not Available,16.0,Not Available,16.0,Not Available,16.0,Not Available,16.0,Same as the national average,0.0,Not Available,5.0,Not Available,5.0,POINT (-74.482987 42.686224)
331304,MARGARETVILLE MEMORIAL HOSPITAL,42084 STATE HIGHWAY 28,MARGARETVILLE,NY,12455,DELAWARE,(845) 586-2631,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,16.0,Not Available,5.0,Not Available,16.0,Not Available,5.0,Not Available,16.0,Not Available,5.0,Not Available,5.0,Same as the national average,0.0,POINT (-74.642629 42.147654)
331305,O'CONNOR HOSPITAL,460 ANDES ROAD,DELHI,NY,13753,DELAWARE,(607) 746-0300,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,16.0,Not Available,5.0,Not Available,16.0,Same as the national average,0.0,Not Available,16.0,Not Available,5.0,Above the national average,0.0,Not Available,5.0,POINT (-74.91685 42.26687)
334045,ELMIRA PSYCH CENTER,WASHINGTON ST,ELMIRA,NY,14901,CHEMUNG,(607) 737-4739,Psychiatric,Government - State,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,0
334052,BUFFALO PSYCHIATRIC CENTER,400 FOREST AVE,BUFFALO,NY,14213,ERIE,(716) 885-2261,Psychiatric,Government - State,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-78.883286 42.927823)
334021,MOHAWK VALLEY PSYCHIATRIC CENTER,1400 NOYES ST,UTICA,NY,13502,ONEIDA,(315) 797-6800,Psychiatric,Government - Local,True,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-75.260626 43.102249)
334043,SOUTH BEACH PSYCHIATRIC CENTER,777 SEAVIEW AVE,STATEN ISLAND,NY,10305,RICHMOND,(718) 667-2300,Psychiatric,Government - State,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-74.07829 40.579599)
334063,KINGSBORO PSYCHIATRIC HOSPITAL,681 CLARKSON AVENUE,BROOKLYN,NY,11203,KINGS,(718) 221-7395,Psychiatric,Government - State,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-73.936177 40.656266)
331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,(315) 493-1000,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-75.594861 43.986162)
334002,FOUR WINDS,800 CROSS RIVER RD,KATONAH,NY,10536,WESTCHESTER,(914) 763-8151,Psychiatric,Proprietary,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-73.621768 41.26335)
334003,ST LAWRENCE PSYCH CENTER,ONE CHIMNEY POINT DRIVE,OGDENSBURG,NY,13669,ST. LAWRENCE,(315) 541-2071,Psychiatric,Government - State,True,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,0
334009,NEW YORK STATE PSYCHIATRIC INSTITUTE,722 W 168TH ST,NEW YORK,NY,10032,NEW YORK,(212) 543-5000,Psychiatric,Government - State,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-73.942279 40.842156)
334053,BRONX PSYCHIATRIC CENTER,1500 WATERS PLACE,BRONX,NY,10461,BRONX,(718) 931-0600,Psychiatric,Government - State,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-73.842762 40.846376)
334020,ROCHESTER PSYCHIATRIC CENTER,1600 SOUTH AVE,ROCHESTER,NY,14620,MONROE,(585) 241-1200,Psychiatric,Government - Local,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-77.614415 43.124503)
334046,CAPITAL DISTRICT PSYCH CENTER,75 NEW SCOTLAND AVE,ALBANY,NY,12208,ALBANY,(845) 398-5566,Psychiatric,Government - State,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-73.777893 42.652557)
334027,SOUTH OAKS HOSP,400 SUNRISE HIGHWAY,AMITYVILLE,NY,11701,SUFFOLK,(516) 264-4000,Psychiatric,Voluntary non-profit - Private,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-73.423128 40.686843)
330410,TERENCE CARDINAL COOKE HEALTH CARE CENTER,1249 FIFTH AVENUE,NEW YORK,NY,10029,NEW YORK,(212) 360-3600,Acute Care Hospitals,Voluntary non-profit - Church,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-73.951083 40.794298)
334015,ROCKLAND PSYCH CTR,140 OLD ORANGEBURG RD,ORANGEBURG,NY,10962,ROCKLAND,(845) 359-1000,Psychiatric,Government - State,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-73.969781 41.044479)
334061,MID HUDSON FORENSIC PSYCHIATRIC CTR,BOX 158 ROUTE 17M,NEW HAMPTON,NY,10958,ORANGE,(845) 374-3171,Psychiatric,Government - State,True,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,0
334054,MANHATTAN PSYCHIATRIC CENTER,WARD'S ISLAND,NEW YORK,NY,10035,NEW YORK,(212) 369-0500,Psychiatric,Government - State,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,0
334012,GREATER BINGHAMTON HEALTH CENTER,425 ROBINSON ST,BINGHAMTON,NY,13901,BROOME,(607) 724-1391,Psychiatric,Government - Local,True,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-75.866583 42.107984)
334004,CREEDMOOR PSYCHIATRIC CENTER,80-45 WINCHESTER BLVD BLDG B,QUEENS VILLAGE,NY,11427,QUEENS,(718) 264-4000,Psychiatric,Government - State,True,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-73.733614 40.739344)
333301,BLYTHEDALE CHILDREN'S HOSPITAL,95 BRADHURST AVENUE,VALHALLA,NY,10595,WESTCHESTER,(914) 592-7555,Childrens,Voluntary non-profit - Private,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-73.801998 41.093141)
334026,BRUNSWICK PSYCH CENTER,366 BROADWAY,AMITYVILLE,NY,11701,SUFFOLK,(516) 789-7000,Psychiatric,Proprietary,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-73.418446 40.684765)
334066,ROCKLAND CHILDREN'S PSYCHIATRIC CENTER,2 FIRST AVE,ORANGEBURG,NY,10962,ROCKLAND,(845) 680-8004,Psychiatric,Government - State,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-73.96979 41.046076000000006)
330409,THE BURDETT CARE CENTER,2215 BURDETT AVE,TROY,NY,12180,RENSSELAER,(518) 271-3655,Acute Care Hospitals,Voluntary non-profit - Private,False,True,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-73.671434 42.733395)
334048,GRACIE SQUARE HOSP,420 EAST 76 ST,NEW YORK,NY,10021,NEW YORK,(212) 434-5322,Psychiatric,Voluntary non-profit - Private,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-73.952866 40.76987)
334013,PILGRIM PSYCHIATRIC CENTER,998 CROOKED HILL ROAD,WEST BRENTWOOD,NY,11717,SUFFOLK,(631) 761-3500,Psychiatric,Government - State,True,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-73.286926 40.80409)
334060,KIRBY FORENSIC PSYCHIATRIC CENTER,WARD ISLAND,NEW YORK,NY,10035,NEW YORK,(212) 427-9003,Psychiatric,Government - State,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,0
334065,WESTERN NY CHILDRENS PSYCHIATRIC CENTER,1010 EAST & WEST ROAD,WEST SENECA,NY,14224,ERIE,(716) 677-7000,Psychiatric,Government - State,True,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-78.753473 42.82734700000001)
334022,BRYLIN HOSP,1263 DELAWARE AVE,BUFFALO,NY,14209,ERIE,(716) 886-8200,Psychiatric,Proprietary,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-78.868415 42.918258)
334064,SAGAMORE CHILDREN'S PSYCHIATRIC CENTER,197 HALF  HOLLOW ROAD,DIX HILLS,NY,11746,SUFFOLK,(631) 370-1701,Psychiatric,Government - State,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-73.382467 40.792705)
334001,HUTCHINGS PSYCHIATRIC CTR,620 MADISON STREET,SYRACUSE,NY,13210,ONONDAGA,(315) 473-4980,Psychiatric,Government - State,False,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-76.139777 43.045384)
334049,FOUR WINDS OF SARATOGA,30 CRESCENT AVE,SARATOGA SPRINGS,NY,12866,SARATOGA,(518) 584-3600,Psychiatric,Proprietary,True,False,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,Not Available,19.0,POINT (-73.783423 43.058364)
33025F,Keller ACH (West Point),900 Washington Rd,West Point,NY,10996,ORANGE,(845) 938-4034,Acute Care - Department of Defense,Department of Defense,True,False,Not Available,22.0,Not Available,22.0,Not Available,22.0,Not Available,22.0,Not Available,22.0,Not Available,22.0,Not Available,22.0,Not Available,22.0,POINT (-73.976767 41.40072)
